chrom	start	end	mean_value
chr2	119500000	121500000	35
chr2	157000000	159000000	35
chr3	28500000	30500000	35
chr3	37000000	39000000	35
chr3	44500000	46500000	35
chr3	74000000	76000000	35
chr3	97000000	99000000	35
chr3	129500000	131500000	35
chr3	164000000	166000000	35
chr4	500000	2500000	35
chr4	13000000	15000000	35
chr4	140000000	142000000	35
chr4	158000000	160000000	35
chr4	166500000	168500000	35
chr5	9000000	11000000	35
chr5	88500000	90500000	35
chr5	89000000	91000000	35
chr5	138000000	140000000	35
chr6	45500000	47500000	35
chr6	68500000	70500000	35
chr7	92500000	94500000	35
chr7	111000000	113000000	35
chr8	30000000	32000000	35
chr8	65000000	67000000	35
chr8	81000000	83000000	35
chr8	125000000	127000000	35
chr9	113000000	115000000	35
chr10	15000000	17000000	35
chr11	28000000	30000000	35
chr11	85000000	87000000	35
chr11	117000000	119000000	35
chr12	58500000	60500000	35
chr12	78500000	80500000	35
chr14	23500000	25500000	35
chr14	87500000	89500000	35
chr14	93000000	95000000	35
chr15	54500000	56500000	35
chr15	66500000	68500000	35
chr15	70000000	72000000	35
chr16	14500000	16500000	35
chr17	44000000	46000000	35
chr17	46000000	48000000	35
chr17	66500000	68500000	35
chr18	56000000	58000000	35
chr18	62500000	64500000	35
chr22	45000000	47000000	35
chrX	23000000	25000000	35
chrX	67000000	69000000	35
chrX	100500000	102500000	35
chr1	16000000	18000000	34.75
chr1	117500000	119500000	34.75
chr1	149000000	151000000	34.75
chr1	156000000	158000000	34.75
chr2	70000000	72000000	34.75
chr2	123000000	125000000	34.75
chr2	145000000	147000000	34.75
chr2	176500000	178500000	34.75
chr2	189500000	191500000	34.75
chr3	95500000	97500000	34.75
chr3	163500000	165500000	34.75
chr4	16500000	18500000	34.75
chr4	96000000	98000000	34.75
chr5	20500000	22500000	34.75
chr5	87500000	89500000	34.75
chr5	107000000	109000000	34.75
chr5	107500000	109500000	34.75
chr7	50500000	52500000	34.75
chr8	78000000	80000000	34.75
chr9	96000000	98000000	34.75
chr10	71000000	73000000	34.75
chr10	110500000	112500000	34.75
chr10	132000000	133797422	34.75
chr11	31000000	33000000	34.75
chr11	73000000	75000000	34.75
chr11	117500000	119500000	34.75
chr11	122500000	124500000	34.75
chr12	10500000	12500000	34.75
chr12	22500000	24500000	34.75
chr12	45000000	47000000	34.75
chr12	52000000	54000000	34.75
chr13	106500000	108500000	34.75
chr14	18000000	20000000	34.75
chr14	24000000	26000000	34.75
chr14	68000000	70000000	34.75
chr15	48500000	50500000	34.75
chr16	67500000	69500000	34.75
chr17	42500000	44500000	34.75
chr18	50500000	52500000	34.75
chr19	34000000	36000000	34.75
chr19	38000000	40000000	34.75
chrX	39500000	41500000	34.75
chrX	57000000	59000000	34.75
chrX	117500000	119500000	34.75
chrX	118000000	120000000	34.75
chrX	151000000	153000000	34.75
chr1	64000000	66000000	34.5
chr1	97000000	99000000	34.5
chr2	73000000	75000000	34.5
chr2	94500000	96500000	34.5
chr2	101500000	103500000	34.5
chr2	130000000	132000000	34.5
chr2	174000000	176000000	34.5
chr3	74500000	76500000	34.5
chr3	110000000	112000000	34.5
chr3	177500000	179500000	34.5
chr3	181500000	183500000	34.5
chr3	196500000	198295559	34.5
chr4	34000000	36000000	34.5
chr4	85500000	87500000	34.5
chr4	89500000	91500000	34.5
chr4	90000000	92000000	34.5
chr4	90500000	92500000	34.5
chr5	90000000	92000000	34.5
chr6	68000000	70000000	34.5
chr6	120500000	122500000	34.5
chr7	11500000	13500000	34.5
chr7	46000000	48000000	34.5
chr8	86500000	88500000	34.5
chr9	67000000	69000000	34.5
chr10	22000000	24000000	34.5
chr10	33500000	35500000	34.5
chr11	26500000	28500000	34.5
chr11	35500000	37500000	34.5
chr11	66500000	68500000	34.5
chr11	84000000	86000000	34.5
chr11	84500000	86500000	34.5
chr11	85500000	87500000	34.5
chr11	121000000	123000000	34.5
chr12	18500000	20500000	34.5
chr12	23500000	25500000	34.5
chr12	62500000	64500000	34.5
chr14	74500000	76500000	34.5
chr15	30000000	32000000	34.5
chr15	54000000	56000000	34.5
chr15	69000000	71000000	34.5
chr15	73500000	75500000	34.5
chr16	10500000	12500000	34.5
chr16	11000000	13000000	34.5
chr16	34500000	36500000	34.5
chr17	55000000	57000000	34.5
chr17	59000000	61000000	34.5
chr18	13500000	15500000	34.5
chr18	64000000	66000000	34.5
chr18	64500000	66500000	34.5
chr20	25000000	27000000	34.5
chrX	4000000	6000000	34.5
chrX	9500000	11500000	34.5
chrX	82500000	84500000	34.5
chrX	141000000	143000000	34.5
chr1	122000000	124000000	34.25
chr1	205000000	207000000	34.25
chr1	214500000	216500000	34.25
chr2	52500000	54500000	34.25
chr3	52500000	54500000	34.25
chr3	164500000	166500000	34.25
chr4	47500000	49500000	34.25
chr4	77500000	79500000	34.25
chr5	86500000	88500000	34.25
chr6	132500000	134500000	34.25
chr7	51000000	53000000	34.25
chr7	109500000	111500000	34.25
chr7	142000000	144000000	34.25
chr8	77000000	79000000	34.25
chr9	42000000	44000000	34.25
chr11	75500000	77500000	34.25
chr14	60000000	62000000	34.25
chr15	42000000	44000000	34.25
chr15	44500000	46500000	34.25
chr15	52000000	54000000	34.25
chr17	52000000	54000000	34.25
chr18	32500000	34500000	34.25
chr21	27000000	29000000	34.25
chrX	30000000	32000000	34.25
chrX	43500000	45500000	34.25
chrX	67500000	69500000	34.25
chrX	135500000	137500000	34.25
chrX	148000000	150000000	34.25
chrX	152000000	154000000	34.25
chr1	15500000	17500000	34
chr1	33500000	35500000	34
chr1	85500000	87500000	34
chr1	94500000	96500000	34
chr1	95000000	97000000	34
chr1	123500000	125500000	34
chr1	156500000	158500000	34
chr2	167000000	169000000	34
chr2	173500000	175500000	34
chr3	43500000	45500000	34
chr3	78000000	80000000	34
chr4	158500000	160500000	34
chr5	8500000	10500000	34
chr6	51500000	53500000	34
chr6	56000000	58000000	34
chr6	94000000	96000000	34
chr7	98000000	100000000	34
chr7	99000000	101000000	34
chr8	37500000	39500000	34
chr8	80500000	82500000	34
chr9	66000000	68000000	34
chr9	105000000	107000000	34
chr10	23000000	25000000	34
chr10	47500000	49500000	34
chr11	95000000	97000000	34
chr11	120500000	122500000	34
chr12	23000000	25000000	34
chr12	79500000	81500000	34
chr12	81000000	83000000	34
chr13	50500000	52500000	34
chr13	112500000	114364328	34
chr14	56000000	58000000	34
chr14	77500000	79500000	34
chr15	22000000	24000000	34
chr15	28500000	30500000	34
chr15	32000000	34000000	34
chr15	41500000	43500000	34
chr15	57500000	59500000	34
chr15	87000000	89000000	34
chr16	34000000	36000000	34
chr17	26000000	28000000	34
chr17	28000000	30000000	34
chr17	42000000	44000000	34
chr17	52500000	54500000	34
chr17	53000000	55000000	34
chr17	55500000	57500000	34
chr20	21500000	23500000	34
chr22	44000000	46000000	34
chrX	20500000	22500000	34
chrX	24500000	26500000	34
chrX	27000000	29000000	34
chrX	27500000	29500000	34
chrX	131000000	133000000	34
chr1	12000000	14000000	33.75
chr1	178000000	180000000	33.75
chr2	1500000	3500000	33.75
chr2	98000000	100000000	33.75
chr2	100000000	102000000	33.75
chr2	181500000	183500000	33.75
chr3	73500000	75500000	33.75
chr3	176500000	178500000	33.75
chr3	182500000	184500000	33.75
chr4	23500000	25500000	33.75
chr4	72500000	74500000	33.75
chr4	77000000	79000000	33.75
chr5	149500000	151500000	33.75
chr6	62000000	64000000	33.75
chr6	110500000	112500000	33.75
chr7	84000000	86000000	33.75
chr9	29000000	31000000	33.75
chr9	38500000	40500000	33.75
chr9	122500000	124500000	33.75
chr10	82500000	84500000	33.75
chr11	49500000	51500000	33.75
chr11	86500000	88500000	33.75
chr11	90500000	92500000	33.75
chr12	83500000	85500000	33.75
chr13	65000000	67000000	33.75
chr13	65500000	67500000	33.75
chr14	61000000	63000000	33.75
chr14	87000000	89000000	33.75
chr15	58500000	60500000	33.75
chr15	74000000	76000000	33.75
chr17	3500000	5500000	33.75
chr18	28000000	30000000	33.75
chr18	50000000	52000000	33.75
chr18	53500000	55500000	33.75
chr19	37500000	39500000	33.75
chr21	28000000	30000000	33.75
chr21	43000000	45000000	33.75
chr22	15500000	17500000	33.75
chrX	150000000	152000000	33.75
chr1	92500000	94500000	33.5
chr1	93500000	95500000	33.5
chr2	103500000	105500000	33.5
chr2	190500000	192500000	33.5
chr2	221500000	223500000	33.5
chr3	30500000	32500000	33.5
chr3	180000000	182000000	33.5
chr4	40500000	42500000	33.5
chr4	41000000	43000000	33.5
chr4	144000000	146000000	33.5
chr4	171000000	173000000	33.5
chr6	74000000	76000000	33.5
chr6	74500000	76500000	33.5
chr7	50000000	52000000	33.5
chr8	83500000	85500000	33.5
chr9	75500000	77500000	33.5
chr10	23500000	25500000	33.5
chr11	63000000	65000000	33.5
chr11	71000000	73000000	33.5
chr12	19000000	21000000	33.5
chr12	102000000	104000000	33.5
chr13	23500000	25500000	33.5
chr14	64000000	66000000	33.5
chr14	78500000	80500000	33.5
chr14	81500000	83500000	33.5
chr15	33000000	35000000	33.5
chr15	86500000	88500000	33.5
chr17	4000000	6000000	33.5
chr17	21500000	23500000	33.5
chr17	60500000	62500000	33.5
chr19	23000000	25000000	33.5
chr20	6000000	8000000	33.5
chrX	94000000	96000000	33.5
chrX	95000000	97000000	33.5
chrX	148500000	150500000	33.5
chr1	11500000	13500000	33.25
chr1	63500000	65500000	33.25
chr1	157500000	159500000	33.25
chr1	177000000	179000000	33.25
chr1	177500000	179500000	33.25
chr1	188000000	190000000	33.25
chr1	198500000	200500000	33.25
chr1	237500000	239500000	33.25
chr2	119000000	121000000	33.25
chr2	143000000	145000000	33.25
chr3	29000000	31000000	33.25
chr3	119500000	121500000	33.25
chr3	123000000	125000000	33.25
chr3	177000000	179000000	33.25
chr4	81000000	83000000	33.25
chr4	88500000	90500000	33.25
chr5	29500000	31500000	33.25
chr5	81500000	83500000	33.25
chr5	176000000	178000000	33.25
chr7	135500000	137500000	33.25
chr7	136500000	138500000	33.25
chr8	66500000	68500000	33.25
chr8	79000000	81000000	33.25
chr8	79500000	81500000	33.25
chr8	89500000	91500000	33.25
chr8	110000000	112000000	33.25
chr9	98500000	100500000	33.25
chr9	108500000	110500000	33.25
chr9	126500000	128500000	33.25
chr11	48000000	50000000	33.25
chr12	31500000	33500000	33.25
chr12	49000000	51000000	33.25
chr12	85000000	87000000	33.25
chr14	45000000	47000000	33.25
chr14	64500000	66500000	33.25
chr14	86000000	88000000	33.25
chr15	26500000	28500000	33.25
chr15	29000000	31000000	33.25
chr15	29500000	31500000	33.25
chr17	43500000	45500000	33.25
chr17	45500000	47500000	33.25
chr20	28000000	30000000	33.25
chrX	38000000	40000000	33.25
chrX	38500000	40500000	33.25
chrX	44500000	46500000	33.25
chrX	65000000	67000000	33.25
chr1	98500000	100500000	33
chr1	101500000	103500000	33
chr1	182000000	184000000	33
chr1	183000000	185000000	33
chr1	236000000	238000000	33
chr2	52000000	54000000	33
chr2	62000000	64000000	33
chr2	82000000	84000000	33
chr2	141000000	143000000	33
chr2	187500000	189500000	33
chr3	15500000	17500000	33
chr3	128500000	130500000	33
chr3	140000000	142000000	33
chr3	156500000	158500000	33
chr5	74000000	76000000	33
chr5	149000000	151000000	33
chr6	42500000	44500000	33
chr6	54500000	56500000	33
chr6	134500000	136500000	33
chr6	146000000	148000000	33
chr7	113000000	115000000	33
chr8	84000000	86000000	33
chr9	36000000	38000000	33
chr9	66500000	68500000	33
chr9	98000000	100000000	33
chr9	122000000	124000000	33
chr10	22500000	24500000	33
chr10	61000000	63000000	33
chr10	103500000	105500000	33
chr12	38500000	40500000	33
chr13	62500000	64500000	33
chr14	82000000	84000000	33
chr14	101000000	103000000	33
chr15	28000000	30000000	33
chr15	58000000	60000000	33
chr15	74500000	76500000	33
chr15	86000000	88000000	33
chr17	15500000	17500000	33
chr22	44500000	46500000	33
chrX	3500000	5500000	33
chrX	11000000	13000000	33
chrX	24000000	26000000	33
chrX	35000000	37000000	33
chrX	130500000	132500000	33
chr1	10500000	12500000	32.75
chr1	35500000	37500000	32.75
chr1	86500000	88500000	32.75
chr1	96500000	98500000	32.75
chr1	157000000	159000000	32.75
chr2	92500000	94500000	32.75
chr2	142500000	144500000	32.75
chr3	93000000	95000000	32.75
chr3	96000000	98000000	32.75
chr3	124000000	126000000	32.75
chr3	140500000	142500000	32.75
chr4	0	2000000	32.75
chr4	18000000	20000000	32.75
chr4	22000000	24000000	32.75
chr4	44000000	46000000	32.75
chr4	48000000	50000000	32.75
chr5	21000000	23000000	32.75
chr5	44000000	46000000	32.75
chr6	54000000	56000000	32.75
chr7	56000000	58000000	32.75
chr7	98500000	100500000	32.75
chr8	75500000	77500000	32.75
chr8	143500000	145138636	32.75
chr10	60500000	62500000	32.75
chr11	63500000	65500000	32.75
chr12	84500000	86500000	32.75
chr12	101500000	103500000	32.75
chr14	78000000	80000000	32.75
chr14	101500000	103500000	32.75
chr15	43000000	45000000	32.75
chr15	46000000	48000000	32.75
chr17	14500000	16500000	32.75
chr20	22000000	24000000	32.75
chr21	29000000	31000000	32.75
chrX	39000000	41000000	32.75
chrX	92000000	94000000	32.75
chrX	102000000	104000000	32.75
chrX	119500000	121500000	32.75
chrX	149500000	151500000	32.75
chr1	71000000	73000000	32.5
chr1	176000000	178000000	32.5
chr1	237000000	239000000	32.5
chr2	121500000	123500000	32.5
chr2	163000000	165000000	32.5
chr3	82000000	84000000	32.5
chr3	106000000	108000000	32.5
chr3	109500000	111500000	32.5
chr3	118000000	120000000	32.5
chr3	155500000	157500000	32.5
chr3	156000000	158000000	32.5
chr4	83000000	85000000	32.5
chr4	105500000	107500000	32.5
chr4	141000000	143000000	32.5
chr6	57000000	59000000	32.5
chr8	46500000	48500000	32.5
chr8	54000000	56000000	32.5
chr9	35500000	37500000	32.5
chr10	34000000	36000000	32.5
chr10	83000000	85000000	32.5
chr11	27000000	29000000	32.5
chr11	27500000	29500000	32.5
chr11	70500000	72500000	32.5
chr11	71500000	73500000	32.5
chr15	27500000	29500000	32.5
chr16	20500000	22500000	32.5
chr17	16000000	18000000	32.5
chr17	66000000	68000000	32.5
chr21	29500000	31500000	32.5
chr22	15000000	17000000	32.5
chrX	29500000	31500000	32.5
chrX	40000000	42000000	32.5
chrX	109000000	111000000	32.5
chr1	238000000	240000000	32.25
chr2	51500000	53500000	32.25
chr2	120500000	122500000	32.25
chr2	193500000	195500000	32.25
chr2	217000000	219000000	32.25
chr4	107500000	109500000	32.25
chr4	188500000	190214555	32.25
chr5	147500000	149500000	32.25
chr6	109000000	111000000	32.25
chr7	110500000	112500000	32.25
chr8	76500000	78500000	32.25
chr8	96500000	98500000	32.25
chr12	59000000	61000000	32.25
chr13	63000000	65000000	32.25
chr14	86500000	88500000	32.25
chr15	77000000	79000000	32.25
chr17	20000000	22000000	32.25
chr17	43000000	45000000	32.25
chr20	6500000	8500000	32.25
chrX	133500000	135500000	32.25
chr1	42000000	44000000	32
chr1	121500000	123500000	32
chr2	78500000	80500000	32
chr2	177000000	179000000	32
chr2	191000000	193000000	32
chr3	44000000	46000000	32
chr4	71500000	73500000	32
chr4	170500000	172500000	32
chr5	68000000	70000000	32
chr5	89500000	91500000	32
chr6	110000000	112000000	32
chr6	120000000	122000000	32
chr8	50000000	52000000	32
chr8	109000000	111000000	32
chr9	65500000	67500000	32
chr10	67500000	69500000	32
chr11	45000000	47000000	32
chr13	67500000	69500000	32
chr13	70000000	72000000	32
chr14	81000000	83000000	32
chr17	44500000	46500000	32
chr17	45000000	47000000	32
chrX	15000000	17000000	32
chr1	500000	2500000	31.75
chr1	176500000	178500000	31.75
chr2	163500000	165500000	31.75
chr2	187000000	189000000	31.75
chr2	190000000	192000000	31.75
chr3	179500000	181500000	31.75
chr4	23000000	25000000	31.75
chr4	28000000	30000000	31.75
chr4	44500000	46500000	31.75
chr4	51000000	53000000	31.75
chr4	81500000	83500000	31.75
chr4	170000000	172000000	31.75
chr5	82000000	84000000	31.75
chr5	151000000	153000000	31.75
chr8	87000000	89000000	31.75
chr8	95500000	97500000	31.75
chr8	96000000	98000000	31.75
chr10	46000000	48000000	31.75
chr10	66500000	68500000	31.75
chr10	67000000	69000000	31.75
chr11	88500000	90500000	31.75
chr11	123000000	125000000	31.75
chr16	21000000	23000000	31.75
chr16	33500000	35500000	31.75
chr20	32500000	34500000	31.75
chrX	5500000	7500000	31.75
chrX	103000000	105000000	31.75
chrX	149000000	151000000	31.75
chr1	20000000	22000000	31.5
chr1	20500000	22500000	31.5
chr2	94000000	96000000	31.5
chr2	180000000	182000000	31.5
chr3	15000000	17000000	31.5
chr4	18500000	20500000	31.5
chr4	79000000	81000000	31.5
chr4	82000000	84000000	31.5
chr4	107000000	109000000	31.5
chr8	81500000	83500000	31.5
chr10	59500000	61500000	31.5
chr11	123500000	125500000	31.5
chr14	65000000	67000000	31.5
chr15	42500000	44500000	31.5
chr16	66000000	68000000	31.5
chr17	59500000	61500000	31.5
chr17	63500000	65500000	31.5
chr17	64000000	66000000	31.5
chr18	63000000	65000000	31.5
chrX	8000000	10000000	31.5
chrX	40500000	42500000	31.5
chrX	115000000	117000000	31.5
chrX	124500000	126500000	31.5
chrX	147500000	149500000	31.5
chr1	11000000	13000000	31.25
chr1	86000000	88000000	31.25
chr1	187000000	189000000	31.25
chr1	187500000	189500000	31.25
chr2	62500000	64500000	31.25
chr2	95000000	97000000	31.25
chr2	98500000	100500000	31.25
chr2	120000000	122000000	31.25
chr2	121000000	123000000	31.25
chr2	141500000	143500000	31.25
chr2	218500000	220500000	31.25
chr3	119000000	121000000	31.25
chr4	17500000	19500000	31.25
chr6	33000000	35000000	31.25
chr6	144000000	146000000	31.25
chr7	114000000	116000000	31.25
chr7	119500000	121500000	31.25
chr8	52500000	54500000	31.25
chr8	53000000	55000000	31.25
chr8	53500000	55500000	31.25
chr8	80000000	82000000	31.25
chr9	39000000	41000000	31.25
chr11	110500000	112500000	31.25
chr12	96000000	98000000	31.25
chr12	110500000	112500000	31.25
chr13	18000000	20000000	31.25
chr14	61500000	63500000	31.25
chr16	22000000	24000000	31.25
chr17	61500000	63500000	31.25
chr20	39500000	41500000	31.25
chr21	28500000	30500000	31.25
chrX	53000000	55000000	31.25
chrX	99500000	101500000	31.25
chrX	103500000	105500000	31.25
chrX	132000000	134000000	31.25
chrX	150500000	152500000	31.25
chr1	34000000	36000000	31
chr1	49500000	51500000	31
chr1	115500000	117500000	31
chr1	121000000	123000000	31
chr1	175000000	177000000	31
chr2	99000000	101000000	31
chr2	102500000	104500000	31
chr2	142000000	144000000	31
chr4	80500000	82500000	31
chr5	140500000	142500000	31
chr6	34000000	36000000	31
chr7	113500000	115500000	31
chr8	42000000	44000000	31
chr9	62500000	64500000	31
chr9	63000000	65000000	31
chr9	95500000	97500000	31
chr11	53500000	55500000	31
chr12	84000000	86000000	31
chr14	57500000	59500000	31
chr15	43500000	45500000	31
chrX	70500000	72500000	31
chrX	71500000	73500000	31
chrX	80000000	82000000	31
chrX	120500000	122500000	31
chrX	133000000	135000000	31
chr1	100000000	102000000	30.75
chr2	160500000	162500000	30.75
chr4	43500000	45500000	30.75
chr4	69000000	71000000	30.75
chr7	110000000	112000000	30.75
chr9	99000000	101000000	30.75
chr9	125000000	127000000	30.75
chr9	128500000	130500000	30.75
chr11	87000000	89000000	30.75
chr11	88000000	90000000	30.75
chr12	52500000	54500000	30.75
chr14	63500000	65500000	30.75
chr15	75000000	77000000	30.75
chr17	15000000	17000000	30.75
chr17	60000000	62000000	30.75
chr17	62000000	64000000	30.75
chr21	12500000	14500000	30.75
chrX	3000000	5000000	30.75
chrX	10000000	12000000	30.75
chrX	95500000	97500000	30.75
chr1	120500000	122500000	30.5
chr2	218000000	220000000	30.5
chr4	72000000	74000000	30.5
chr5	87000000	89000000	30.5
chr7	136000000	138000000	30.5
chr8	41500000	43500000	30.5
chr8	52000000	54000000	30.5
chr10	38500000	40500000	30.5
chr10	46500000	48500000	30.5
chr10	74500000	76500000	30.5
chr11	90000000	92000000	30.5
chr13	64500000	66500000	30.5
chr14	104500000	106500000	30.5
chr15	27000000	29000000	30.5
chr15	72000000	74000000	30.5
chrX	45500000	47500000	30.5
chrX	79500000	81500000	30.5
chrX	92500000	94500000	30.5
chrX	98500000	100500000	30.5
chrX	152500000	154500000	30.5
chr1	93000000	95000000	30.25
chr1	96000000	98000000	30.25
chr1	102500000	104500000	30.25
chr1	186500000	188500000	30.25
chr2	79000000	81000000	30.25
chr2	103000000	105000000	30.25
chr2	110000000	112000000	30.25
chr4	1000000	3000000	30.25
chr8	78500000	80500000	30.25
chr9	76500000	78500000	30.25
chr10	40500000	42500000	30.25
chr12	113500000	115500000	30.25
chr16	47500000	49500000	30.25
chr17	17500000	19500000	30.25
chr17	64500000	66500000	30.25
chr19	37000000	39000000	30.25
chrX	23500000	25500000	30.25
chrX	43000000	45000000	30.25
chrX	62500000	64500000	30.25
chrX	94500000	96500000	30.25
chr1	236500000	238500000	30
chr2	63000000	65000000	30
chr2	164000000	166000000	30
chr3	47000000	49000000	30
chr3	96500000	98500000	30
chr4	28500000	30500000	30
chr5	49500000	51500000	30
chr5	75000000	77000000	30
chr6	33500000	35500000	30
chr6	55000000	57000000	30
chr7	66500000	68500000	30
chr8	8500000	10500000	30
chr8	85500000	87500000	30
chr9	30000000	32000000	30
chr9	76000000	78000000	30
chr9	77000000	79000000	30
chr9	127500000	129500000	30
chr12	53000000	55000000	30
chr13	66000000	68000000	30
chr14	56500000	58500000	30
chr15	33500000	35500000	30
chr15	34000000	36000000	30
chr16	46500000	48500000	30
chr17	62500000	64500000	30
chr20	35500000	37500000	30
chrX	93500000	95500000	30
chr1	116500000	118500000	29.75
chr1	182500000	184500000	29.75
chr2	93000000	95000000	29.75
chr6	109500000	111500000	29.75
chr7	117000000	119000000	29.75
chr11	87500000	89500000	29.75
chr12	37500000	39500000	29.75
chrX	128500000	130500000	29.75
chr1	175500000	177500000	29.5
chr2	108500000	110500000	29.5
chr2	143500000	145500000	29.5
chr3	129000000	131000000	29.5
chr3	182000000	184000000	29.5
chr4	32000000	34000000	29.5
chr4	106500000	108500000	29.5
chr4	143500000	145500000	29.5
chr5	74500000	76500000	29.5
chr6	137000000	139000000	29.5
chr8	82000000	84000000	29.5
chr8	124000000	126000000	29.5
chr12	111500000	113500000	29.5
chr13	68000000	70000000	29.5
chr14	67000000	69000000	29.5
chr14	105000000	107000000	29.5
chr20	41000000	43000000	29.5
chrX	10500000	12500000	29.5
chrX	121000000	123000000	29.5
chr1	72500000	74500000	29.25
chr2	102000000	104000000	29.25
chr2	193000000	195000000	29.25
chr5	32000000	34000000	29.25
chr5	140000000	142000000	29.25
chr6	145000000	147000000	29.25
chr8	123000000	125000000	29.25
chr9	29500000	31500000	29.25
chr9	63500000	65500000	29.25
chr9	123000000	125000000	29.25
chr10	60000000	62000000	29.25
chr13	67000000	69000000	29.25
chr17	18000000	20000000	29.25
chr17	30500000	32500000	29.25
chrX	45000000	47000000	29.25
chrX	55000000	57000000	29.25
chrX	82000000	84000000	29.25
chr1	103000000	105000000	29
chr2	87500000	89500000	29
chr2	93500000	95500000	29
chr2	191500000	193500000	29
chr3	52000000	54000000	29
chr4	79500000	81500000	29
chr5	148500000	150500000	29
chr9	61500000	63500000	29
chr11	73500000	75500000	29
chr12	38000000	40000000	29
chr12	48000000	50000000	29
chr13	64000000	66000000	29
chr14	63000000	65000000	29
chr15	44000000	46000000	29
chr15	76500000	78500000	29
chr16	21500000	23500000	29
chr16	66500000	68500000	29
chrX	53500000	55500000	29
chrX	54500000	56500000	29
chrX	96500000	98500000	29
chrX	97000000	99000000	29
chrX	132500000	134500000	29
chr1	117000000	119000000	28.75
chr3	123500000	125500000	28.75
chr3	180500000	182500000	28.75
chr4	22500000	24500000	28.75
chr4	80000000	82000000	28.75
chr4	141500000	143500000	28.75
chr5	148000000	150000000	28.75
chr10	73500000	75500000	28.75
chr12	112000000	114000000	28.75
chr12	113000000	115000000	28.75
chr13	63500000	65500000	28.75
chr13	66500000	68500000	28.75
chr15	32500000	34500000	28.75
chr15	48000000	50000000	28.75
chr17	35500000	37500000	28.75
chr18	14500000	16500000	28.75
chr20	40000000	42000000	28.75
chr20	40500000	42500000	28.75
chrX	106000000	108000000	28.75
chr1	51500000	53500000	28.5
chr1	102000000	104000000	28.5
chr1	116000000	118000000	28.5
chr2	162500000	164500000	28.5
chr2	217500000	219500000	28.5
chr3	30000000	32000000	28.5
chr4	19000000	21000000	28.5
chr5	44500000	46500000	28.5
chr6	55500000	57500000	28.5
chr8	91500000	93500000	28.5
chr9	42500000	44500000	28.5
chr9	62000000	64000000	28.5
chr9	125500000	127500000	28.5
chr9	128000000	130000000	28.5
chr12	48500000	50500000	28.5
chr16	67000000	69000000	28.5
chr17	19500000	21500000	28.5
chr18	20000000	22000000	28.5
chrX	37500000	39500000	28.5
chrX	96000000	98000000	28.5
chrX	120000000	122000000	28.5
chr1	51000000	53000000	28.25
chr2	133500000	135500000	28.25
chr3	118500000	120500000	28.25
chr5	70500000	72500000	28.25
chr8	46000000	48000000	28.25
chr8	124500000	126500000	28.25
chr9	34500000	36500000	28.25
chr11	89500000	91500000	28.25
chr12	32500000	34500000	28.25
chr17	63000000	65000000	28.25
chr18	63500000	65500000	28.25
chr19	26500000	28500000	28.25
chr20	35000000	37000000	28.25
chrX	20000000	22000000	28.25
chrX	41000000	43000000	28.25
chrX	130000000	132000000	28.25
chr1	34500000	36500000	28
chr2	124500000	126500000	28
chr2	181000000	183000000	28
chr3	29500000	31500000	28
chr4	42500000	44500000	28
chr6	60000000	62000000	28
chr8	50500000	52500000	28
chr8	51500000	53500000	28
chr15	70500000	72500000	28
chr17	81500000	83257441	28
chrX	6000000	8000000	28
chr1	99000000	101000000	27.75
chr1	99500000	101500000	27.75
chr2	91000000	93000000	27.75
chr4	32500000	34500000	27.75
chr4	33500000	35500000	27.75
chr5	139000000	141000000	27.75
chr8	9000000	11000000	27.75
chr9	61000000	63000000	27.75
chr11	47500000	49500000	27.75
chr11	89000000	91000000	27.75
chr15	21500000	23500000	27.75
chr16	35000000	37000000	27.75
chr17	36500000	38500000	27.75
chrX	46500000	48500000	27.75
chrX	99000000	101000000	27.75
chrX	129000000	131000000	27.75
chr2	80500000	82500000	27.5
chr2	166500000	168500000	27.5
chr2	192000000	194000000	27.5
chr3	181000000	183000000	27.5
chr4	106000000	108000000	27.5
chr8	82500000	84500000	27.5
chr9	123500000	125500000	27.5
chr13	69500000	71500000	27.5
chr17	10500000	12500000	27.5
chrX	80500000	82500000	27.5
chrX	97500000	99500000	27.5
chr6	144500000	146500000	27.25
chr13	68500000	70500000	27.25
chr14	62500000	64500000	27.25
chr15	75500000	77500000	27.25
chr15	76000000	78000000	27.25
chr17	37000000	39000000	27.25
chrX	129500000	131500000	27.25
chr6	60500000	62500000	27
chr8	51000000	53000000	27
chr9	64000000	66000000	27
chr9	65000000	67000000	27
chr9	124000000	126000000	27
chr10	71500000	73500000	27
chr14	66000000	68000000	27
chr16	47000000	49000000	27
chrX	47000000	49000000	27
chrX	64500000	66500000	27
chrX	93000000	95000000	27
chr1	46000000	48000000	26.75
chr2	81000000	83000000	26.75
chr2	109000000	111000000	26.75
chr2	144000000	146000000	26.75
chr2	162000000	164000000	26.75
chr3	90500000	92500000	26.75
chr6	145500000	147500000	26.75
chr10	74000000	76000000	26.75
chr15	46500000	48500000	26.75
chr15	71000000	73000000	26.75
chr2	109500000	111500000	26.5
chr4	41500000	43500000	26.5
chr6	61500000	63500000	26.5
chr8	83000000	85000000	26.5
chr8	90000000	92000000	26.5
chr9	64500000	66500000	26.5
chr11	45500000	47500000	26.5
chr11	74000000	76000000	26.5
chr14	65500000	67500000	26.5
chr15	71500000	73500000	26.5
